SKU,Nama Barang,SKU GPU
101901,Bundling Ribeye Steak AUS 200gr + Kentang Marquise 150gr + Mix Vegetable 100gr + MyTaste Barbeque Sauce 100gr,101901
101910,Bundling Ribeye Steak AUS 200gr + Kentang Marquise 150gr + Mix Vegetable 100gr + MyTaste Mushroom Sauce 100gr,101910
101914,RTL Babat Sapi 500 gr,101914
101915,RTLP Kentang Ranch Harvest Shoestring 1 kg,101915
101917,RTLP Minyak Goreng Kita 1 L,101917
101918,Gooseneck Round Wagyu A5 Japan Miyazaki Gyu,101918
101919,RTLP Cedea Korea Odeng Original 480 gr,101919
101920,RTLP Cedea Korea Odeng Spicy 480 gr,101920
101921,RTL Karubi Wagyu MB 8-9 250 gr,101921
101922,RTL Sirloin Prime AUS Steak 180 gr,101922
101923,RTL Sirloin Prime AUS Steak 200 gr,101923
101924,RTL Sirloin Prime AUS Steak 250 gr,101924
101927,RTL Sirloin Prime AUS Steak End Cut 180 gr,101927
101928,RTL Sirloin Prime AUS Steak End Cut 200 gr,101928
101929,RTL Sirloin Prime AUS Steak End Cut 250 gr,101929
101926,Karubi Plate Wagyu MB8-9 Jack's Creek,101926
101730,Brisket PE Wagyu A5 Japan Satsuma Gyu,101730
101913,Ayam Karkas 0.7 - 0.8 kg,101913
11867,RTLF Daging Rendang Potong Fresh,11867
11868,RTLF Daging Sop / Rawon Potong Fresh,11868
101932,RTLP Karawaci Bakso Sapi Sule A1 700 gr,101932
101933,RTLP Karawaci Bakso Gepeng 500 gr,101933
101934,RTLP Karawaci Otak-Otak Ikan Panjang 500 gr,101934
101935,RTLP Karawaci Spicy Chicken Wings 500 gr,101935
101937,Pelengkap Buy 1 Get 3 [MyTaste Mushroom 100gr + Mix Vegetables 100gr + Kentang Shoestring 150gr],101937
101938,Pelengkap Buy 1 Get 3 [MyTaste Blackpepper 100gr + Mix Vegetables 100gr + Kentang Shoestring 150gr],101938
101939,Pelengkap Buy 1 Get 3 [MyTaste Barbeque 100gr + Mix Vegetables 100gr + Kentang Shoestring 150gr],101939
101941,RTL Dashmeat Sukiyaki,101941
101945,RTL Picanha Steak AUS Grade S End Cut 130 gr,101945
101954,RTLP Cedea Oriental Cartoon 200 gr,101954
101955,RTLP Cedea Chikuwa Mushroom 500 gr,101955
101958,Bundling NYE - PAXEL 1,101958
101959,Bundling NYE - PAXEL 2,101959
101960,Bundling NYE - PAXEL 3,101960
101961,Bundling NYE - PAXEL 4,101961
101962,Bundling NYE - PAXEL 5,101962
101964,RTL Slice Dada Ayam 500 gr,101964
101966,Ayam Boneless Paha Premium 1 Kg,101966
101965,Ayam Boneless Dada Premium 1 Kg,101965
101967,RTLP Miga Tokpoki + Bumbu 117 gr,101967
101429,RTL Angus Tomahawk DA21 1 Kg,101429
101433,"RTL Angus Tomahawk DA21 1,4 Kg",101433
101436,"RTL Angus Tomahawk DA21 1,7 Kg",101436
101988,RTL Emazing Ayam Goreng 700 gr,101988
101987,RTL Emazing Ayam Taliwang 700 gr,101987
101985,RTL Emazing Bebek Hitam 900 gr,101985
101984,RTL Emazing Bebek Betutu 900 gr,101984
101986,RTL Emazing Bebek Goreng 900 gr,101986
101975,RTL Nusantara Ayam Kampung Utuh 700 gr,101975
101976,RTL Nusantara Ayam Kampung Potong 8 0.9 - 1.0 kg,101976
101977,RTL Healti Ayam Probiotik & Organik Utuh 0.9 - 1.0 kg,101977
101978,RTL Healti Ayam Probiotik & Organik Utuh 0.9 - 1.0 kg - Potong 10,101978
101983,RTLP Orient Udon 200 gr,101983
101980,RTLP Totole Kaldu Jamur 40 gr,101980
101982,RTLP Totole Kaldu Jamur 80 gr,101982
101981,RTLP Totole Kaldu Jamur 200 gr,101981
101990,RTL Brisket PE Loaf 5.1 kg,101990
102002,McCain Cajun Crispers Skin Off 6x2 kg,102002
102001,RTLP Kanzler Crispy Chicken Nugget Stick 450 gr,102001
102005,RTLP Kentang McCain Crispers Cajun Seasoned 500 gr,102005
101998,RTL Slice Wagyu AUS MB 4-5 250 gr,101998
101127,Beef Patty Ryou 300 gr,101127
102007,RTLP Rose Brand Minyak Goreng Pouch 2 L,102007
102021,RTLP Kongkee Tofu Udang 140 gram,102021
102022,RTLP Kongkee Tofu Ayam 140 gram,102022
102023,RTLP Kongkee Tofu Putih 250 gram,102023
102024,RTLP Kongkee Tofu Sutra Kotak 250 gram,102024
102013,Tenderloin Meltique Steak 1000 gr,102013
102014,Tenderloin Meltique Steak 400 gr,102014
102015,Tenderloin Meltique Steak 200 gr,102015
102010,Striploin Meltique Steak 1000 gr,102010
102011,Striploin Meltique Steak 400 gr,102011
102012,Striploin Meltique Steak 200 gr,102012
102016,Ribeye Meltique Steak 1000 gr,102016
102017,Ribeye Meltique Steak 400 gr,102017
102018,Ribeye Meltique Steak 200 gr,102018
102028,RTL Slice Sirloin 250gr,102028
102009,Meltique Steak Mix Cut 1000 gr,102009
102025,[Bundling 1] Shimeji + Slice Less Fat 500 gram,102025
102026,[Bundling 2] Shimeji + Slice Sirloin 500 gram,102026
102027,[Bundling 3] Shimeji + Slice Wagyu MB 4-5 250 gram,102027
102030,RTLP Seafood Lovers Ebi Fry 180 gr,102030
102032,Knuckle Whole Meltique,102032
102035,RTLP Le Minerale Water 600 ml,102035
102041,Bundling Paket Bucin 3,102041
102019,RTL Daging Has Paha Value 1 kg,102019
11872,RTLF Daging Giling Regular Fresh,11872
102052,Ikan Dory Fillet Premium NBL 1000gr,102052
102053,Ikan Dory Fillet Premium 1000gr,102053
102054,Ikan Tuna Fillet,102054
102055,Ikan Salmon Fillet,102055
102044,RTL Sirloin AUS Steak Prime Aged 180 gr,102044
102045,RTL Sirloin AUS Steak Prime Aged 200 gr,102045
102046,RTL Sirloin AUS Steak Prime Aged 250 gr,102046
102130,RTLP Laukita Gourmet Spaghetty Aglio & Olio Chicken 300 gram,102130
102134,RTLP Laukita Gourmet Spaghetti Bolognaise 300 gram,102134
102132,RTLP Laukita Gourmet Penne Pesto Chicken 300 gram,102132
102133,RTLP Laukita Gourmet Mac & Cheese 300 gram,102133
102131,RTLP Laukita Gourmet Fettucini Carbonara 300 gram,102131
102119,RTLP Laukita Tray Oseng Mercon 175 gram,102119
102121,RTLP Laukita Tray Lidah Cabe Hijau 175 gram,102121
102116,RTLP Laukita Tray Daging Balado Limau 175 gram,102116
102122,RTLP Laukita Tray Cumi Tinta Hitam 175 gram,102122
102118,RTLP Laukita Tray Cumi Cabe Hijau 175 gram,102118
102117,RTLP Laukita Tray Cumi Asin Jontor 175 gram,102117
102123,RTLP Laukita Tray Cakalang Mercon 175 gram,102123
102120,RTLP Laukita Tray Ayam Kecombrang 175 gram,102120
102125,RTLP Laukita Nasi Goreng Kebuli 250 gram,102125
102124,RTLP Laukita Nasi Goreng Kampung 250 gram,102124
102126,RTLP Laukita Nasi Goreng Cumi Tinta Hitam 250 gram,102126
102127,RTLP Laukita Nasi Goreng Cakalang Roa 250 gram,102127
102128,RTLP Laukita Nasi Goreng Cabe Hijau 250 gram,102128
102135,RTLP Laukita Nasi Uduk Kremes 310 gram,102135
102137,RTLP Laukita Nasi Pandan Empal 310 gram,102137
102140,RTLP Laukita Nasi Orek Rendang Ayam 310 gram,102140
102136,RTLP Laukita Nasi Krawu Serundeng 310 gram,102136
102139,RTLP Laukita Nasi Cumi Cabe Ijo 310 gram,102139
102138,RTLP Laukita Nasi Cakalang Tinoransak 310 gram,102138
102147,RTLP Kanzler Beef Cocktail 1000 gr,102147
102144,RTLP Kanzler Bockwurst 1000 gr,102144
102145,RTLP Kanzler Cheese Frankfuter 1000 gr,102145
102146,RTLP Kanzler Smoked Beef 1000 gr,102146
100887,RTL Slice Brisket 250 gr,100887
102151,RTLP ABC Kecap Manis Botol 135 ml,102151
102152,RTLP ABC Kecap Manis Pouch 600 gr,102152
102158,RTL Daging Has Sapi Premium 1000 gr,102158
102159,RTLP Kentang Ranch Harvest Straight Cut 1 kg,102159
102162,RTL Topi Koki Setra Ramos Beras 5000 gr,102162
102165,RTLP Boncabe Nori Level 2 35 gr,102165
102166,RTLP Boncabe Level 50 Max End 30 gr,102166
102167,RTLP Boncabe Level 15 45 gr,102167
102168,RTLP Boncabe Level 10 45 gr,102168
102171,RTLP Kobe Tepung Serbaguna Special 200 gr,102171
102169,RTLP Kobe Tepung Kentucky Supercrispy 850 gr,102169
102170,RTLP Kobe Tepung Kentucky Supercrispy 200 gr,102170
102172,RTLP Kobe Tepung Bumbu Putih 850 gr,102172
102179,RTLP Kobe Tepung Bumbu Putih 180 gr,102179
102176,RTLP Kobe Bumbu Aduk Nasi Uduk 15 gr,102176
102174,RTLP Kobe Bumbu Aduk Nasi Rendang 15 gr,102174
102175,RTLP Kobe Bumbu Aduk Nasi Kuning 15 gr,102175
102173,RTLP Kobe Bumbu Aduk Nasi Bebek 15 gr,102173
102178,RTL Cumi Cendol 500 gr,102178
102177,Cumi Cendol,102177
102180,RTL Yakiniku Wagyu AUS MB 4-5 250 gr,102180
100001,PAKET BBQ HEMAT LARGE,100001
100002,PAKET BBQ HEMAT XTRA LARGE,100002
100003,PAKET BBQ PREMIUM,100003
100004,HAMPERS BBQ WAGYU,100004
100005,HAMPERS BBQ REGULAR,100005
100006,HAMPERS BBQ PREMIUM LARGE,100006
102196,RTL Daging Dendeng 500 gr,102196
102184,RTLP Cedea Crab Flavoured Nugget 200 gr,102184
101506,RTLP Cedea Fish Roll 200 gr,101506
200001,Kanzler Hemat 1,200001
200002,Kanzler Hemat 2,200002
200003,Kanzler Hemat 3,200003
102202,RTL Sirloin Prime AUS Steak 230 gr,102202
102203,RTLP Bogasari Tepung Terigu Segitiga Biru 1 Kg,102203
102222,RTL Topside Steak Wagyu MB 6-7 250 gr,102222
102221,RTL Topside Steak Wagyu MB 6-7 230 gr,102221
101135,[SKU Non Aktif] RTL Topside Steak Wagyu MB 6-7 400 gr,101135
100611,[SKU Non Aktif] RTL Topside Steak Wagyu MB 6-7 500 gr,100611
101450,[SKU Non Aktif] RTL Topside Steak Wagyu MB 6-7 End Cut 200 gr,101450
101136,[SKU Non Aktif] RTL Topside Steak Wagyu MB 6-7 End Cut 200 gr,101136
101451,[SKU Non Aktif] RTL Topside Steak Wagyu MB 6-7 End Cut 250 gr,101451
101133,[SKU Non Aktif] RTL Topside Steak Wagyu MB 8-9 End Cut 150 gr,101133
101452,[SKU Non Aktif] RTL Topside Steak Wagyu MB 8-9 End Cut 200 gr,101452
101453,[SKU Non Aktif] RTL Topside Steak Wagyu MB 8-9 End Cut 250 gr,101453
100200,RTL Daging Dendeng 250 gr,100200
102254,Rump Cap MSA Nolan,102254
102263,Rump Cap GFYG Nolan,102263
102266,RTLP Sasa Bumbu Kari Jepang Original 40 gr,102266
102267,RTLP Sasa Bumbu Kari Jepang Pedas 40 gr,102267
102268,RTLP Sasa Bumbu Kari Jepang Original 80 gr,102268
102269,RTLP Sasa Bumbu Kari Jepang Pedas 80 gr,102269
102271,40 CL MHS,102271
102258,Babat Putih,102258
102257,Chuckrib PPCS,102257
102261,Short Rib Bone In US Select Fourstar,102261
700001,RTLP Elprimo Bakso Sapi Super 750 gr,700001
700002,RTLP Suri Bakso Sapi Reguler 600 gr,700002
700003,RTLP Karawaci Bakso Sapi Sule A1 700 gr,700003
700004,RTLP Karawaci Bakso Gepeng 500 gr,700004
700005,RTLP Bakso Sumber Selera SB Premium 25 Pcs,700005
700006,RTLP Bakso Sumber Selera SB Premium 50 Pcs,700006
700007,RTLP Bakso Sumber Selera SB Serbaguna 25 Pcs,700007
700008,RTLP Bakso Sumber Selera SB Serbaguna 50 Pcs,700008
700009,RTLP Bakso Sumber Selera Polos 50 Pcs,700009
700010,RTLP Bakso Sumber Selera Filling Keju,700010
700011,RTLP Kibif Bakso Sapi Regular 600 gr,700011
102277,RTLP Bamboe Bumbu Bebek Ungkep Goreng 130 gr,102277
102280,RTLP Bamboe Bumbu Bulgogi 80 gr,102280
102275,RTLP Bamboe Bumbu Laksa 110 gr,102275
102278,RTLP Bamboe Bumbu Saus Lada Hitam 50 gr,102278
102276,RTLP Bamboe Bumbu Sop Konro 120 gr,102276
102279,RTLP Bamboe Bumbu Teriyaki 48 gr,102279
102285,RTL Emazing Bebek Kalio 900 gr,102285
102286,RTL Emazing Ayam Bakar 700 gr,102286
102287,RTL Emazing Ayam Woku 700 gr,102287
102224,Plastik LOCO 24x40,102224
102226,Plastik LOCO 35x55,102226
102227,Plastik LOCO 28x48,102227
102228,Plastik LOCO 40x60,102228
102238,Plastik LOCO 17x33,102238
102198,RTL Tenderloin Steak AUS 300 gr,102198
102295,RTL Ribeye AUS Steak Prime Aged 180 gr,102295
102296,RTL Ribeye AUS Steak Prime Aged 200 gr,102296
102297,RTL Ribeye AUS Steak Prime Aged 250 gr,102297
102298,RTL Tenderloin AUS Steak Prime Aged 180 gr,102298
102299,RTL Tenderloin AUS Steak Prime Aged 200 gr,102299
102300,RTL Tenderloin AUS Steak Prime Aged 250 gr,102300
102301,RTL Tenderloin AUS Steak Prime Aged 150 gr,102301
102325,RTL Bawang Bombay Slice 500 gr,102325
102319,RTLP Anchor Butter Pats Salted 200 gr,102319
102320,RTLP Anchor Butter Pats Unsalted 200 gr,102320
102339,RTLP LocalPride Sweet Potato Mixed 500 gr,102339
102337,RTL Ayam Kampung Utuh 600 gr,102337
102338,RTLP Bakso Sumber Selera Polos 25 pcs,102338
102307,RTLP Indo Pertama Crispy Seafood Deli 500 gr,102307
102305,RTLP Indo Pertama Curry Samosa 500 gr,102305
102312,RTLP Indo Pertama Kulit Lumpia 5 inch 250 gr,102312
102313,RTLP Indo Pertama Kulit Lumpia 6 inch 250 gr,102313
102314,RTLP Indo Pertama Kulit Lumpia 7.5 inch 550 gr,102314
102315,RTLP Indo Pertama Kulit Lumpia 8.5 inch 550 gr,102315
102308,RTLP Indo Pertama Seafood Spring Roll 500 gr,102308
102306,RTLP Indo Pertama Lumpia Sayur 500 gr,102306
102311,RTLP Indo Pertama Mini Pao Ayam 500 gr,102311
102310,RTLP Indo Pertama Mini Pao Coklat 500 gr,102310
102309,RTLP Indo Pertama Mini Pao Kacang Hijau 500 gr,102309
102316,RTLP Indo Pertama Tortilla IP 20 cm 500 gr,102316
102317,RTLP Indo Pertama Tortilla IP 22 cm 500 gr,102317
102303,RTLP Indo Pertama Curry Puff 500 gr,102303
102304,RTLP Indo Pertama Pangsit (Dumpling) 500 gr,102304
102342,RTLP Kuwa Chicken Collagen Hotpot 100 gram,102342
102343,RTLP Kuwa Kimchi Jigae Hotpot 100 gram,102343
102344,RTLP Kuwa Kampoeng Chicken Hotpot 100 gram,102344
102345,RTLP Kuwa Truffle Hotpot 100 gram,102345
102346,RTLP Kuwa Spicy Mala Hotpot 100 gram,102346
102347,RTLP Kuwa Mushroom Stock Hotpot 100 gram,102347
102348,RTLP Kuwa Cream Truffle 40 gram,102348
102349,RTLP Kuwa Katsuo Dashi 50 gram,102349
102353,RTL Seafood Lovers Ikan Dory Premium NBL 1000gr,102353
102354,RTL Seafood Lovers Ikan Dory Premium BL 1000gr,102354
102355,RTLP Kanzler Crispy Spicy Chicken Nugget 450 gr,102355
102341,RTL Slice Meltique 250 gr,102341
102370,RTL Tomahawk AUS Steak A 0.9 Kg,102370
102371,RTL Tomahawk AUS Steak A 1.0 Kg,102371
102372,RTL Tomahawk AUS Steak A 1.1 Kg,102372
102373,RTL Tomahawk AUS Steak A 1.2 Kg,102373
102374,RTL Tomahawk AUS Steak A 1.3 Kg,102374
102364,RTL Ikan Teri Nasi 200 gr,102364
102322,Onion Slice 1kg,102322
101222,Ikan Gindara Fillet,101222
100289,Ikan Tongkol Deho,100289
101756,Saikoro Meltique Saka 250 gr,101756
102379,KSY - RTLP Sari Roti Burger Bun 214 gr,102379
102380,KSY - RTLP Sari Roti Cream Coklat 40 gr,102380
102381,KSY - RTLP Sari Roti Cream Keju 40 gr,102381
102382,KSY - RTLP Sari Roti Dorayaki Isi Cokelat 55 gr,102382
102383,KSY - RTLP Sari Roti Isi Coklat Choco Bun 72 gr,102383
102384,KSY - RTLP Sari Roti Isi Coklat Keju Choco Cheese Bun 72 gr,102384
102385,KSY - RTLP Sari Roti Jumbo Tawar Kupas 300 gr,102385
102386,KSY - RTLP Sari Roti Jumbo Tawar Special 555 gr,102386
102387,KSY - RTLP Sari Roti Kasur Keju 174 gr,102387
102388,KSY - RTLP Sari Roti Klasik Kasur Krim Messes 185 gr,102388
102389,KSY - RTLP Sari Roti Sandwich Cokelat 46 gr,102389
102390,KSY - RTLP Sari Roti Sandwich Krim Keju 46 gr,102390
102391,KSY - RTLP Sari Roti Sandwich Pandan Sarikaya 46 gr,102391
102392,KSY - RTLP Sari Roti Sobek Coklat 214 gr,102392
102393,KSY - RTLP Sari Roti Sobek Coklat Keju 214 gr,102393
102394,KSY - RTLP Sari Roti Sobek Coklat Sarikaya 214 gr,102394
102395,KSY - RTLP Sari Roti Tawar Gandum 350 gr,102395
102396,KSY - RTLP Sari Roti Tawar Kupas 200 gr,102396
102397,KSY - RTLP Sari Roti Tawar Special 370 gr,102397
102406,RTLP Mamasuka Premium Nugget 460 gr,102406
102407,RTLP Mamasuka Premium Nugget 170 gr,102407
102408,RTLP Mamasuka Original Nugget 400 gr,102408
102409,RTLP Mamasuka Original Nugget 150 gr,102409
102410,RTLP Dasoni Busan Eomuk Original 200 gr,102410
102411,RTLP Dasoni Busan Eomuk Pedas 200 gr,102411
102412,RTLP Dasoni Busan Eomuk Original 500 gr,102412
102413,RTLP Dasoni Busan Eomuk Pedas 500 gr,102413
102414,RTLP Dasoni Busan Eomuk Original 1 kg,102414
102415,RTLP Dasoni Hotbar Original 65 gr,102415
102416,RTLP Dasoni Hotbar Sayur 65 gr,102416
102417,RTLP Dasoni Hotbar Pedas 65 gr,102417
102418,RTLP Dasoni Stick Fishcake 450 gr,102418
102419,RTLP Dasoni Eomuktang 150 gr,102419
102420,RTLP Dasoni Eopokki 160 gr,102420
102358,Slice Meltique 500 gr,102358
102357,Slice Meltique 250 gr,102357
102424,RTLP Wakayama Bumbu Tabur Keju 60 gr,102424
102425,RTLP Wakayama Bumbu Tabur Kimchi 60 gr,102425
102426,RTLP Wakayama Bumbu Tabur Truffle 60 gr,102426
102423,KSY - RTLP Sari Roti Sisir Mentega 155 gr,102423
102432,KSY - RTLP Sari Roti Tawar Milky Soft 360 gr,102432
102433,KSY - RTLP Sari Roti Jumbo Milky Soft 500 gr,102433
102445,RTL Hati Ayam 1 kg,102445
102446,RTLP Ajinomoto Chicken Gyoza 600 gr,102446
102447,RTLP Banduri Bandeng Isi Tanpa Duri 200 gr,102447
102448,RTL Banduri Bandeng Tanpa Duri 300 gr,102448
102449,RTLP Begok Ayam Goreng Premium 500 gr,102449
102450,RTLP Begok Bebek Goreng Premium 500 gr,102450
102451,RTLP Del Monte Extra Hot 135 ml,102451
102452,RTLP Del Monte Extra Hot 330 ml,102452
102453,RTLP Del Monte Saus Spaghetti Pouch 250 gr,102453
102454,RTLP Del Monte Tomato 330 ml,102454
102455,RTLP Del Monte Tomato 135 ml,102455
102456,RTLP Del Monte Maestro Mustard 245 gr,102456
102457,RTLP Enak Eco Bumbu Sate Ayam 185 gr,102457
102458,RTLP Enak Eco Bumbu Sate Daging 185 gr,102458
102459,RTLP Enak Eco Gado-Gado Extra 185 gr,102459
102460,RTLP Enak Eco Pecel Extra Pedas 185 gr,102460
102461,RTLP Enak Eco Pecel Extra Sedang 185 gr,102461
102462,RTLP Enak Eco Pengempuk Daging 100 gr,102462
102463,RTLP Fiesta Cheesy Lover 400 gr,102463
102464,RTLP Fiesta Chicken Pok Pok 400 gr,102464
102465,RTLP Fiesta Crispy Crunch 300 gr,102465
102466,RTLP Fiesta Fried Chicken 400 gr,102466
102467,RTLP Fiesta Gyoza 180 gr,102467
102468,RTLP Fiesta Karage 400 gr,102468
102469,RTLP Fiesta Nugget 400 gr,102469
102470,RTLP Fiesta Nugget Dino 400 gr,102470
102471,RTLP Fiesta Ready To Go Sosis Original 65 gr,102471
102472,RTLP Fiesta Ready To Go Siomay Ayam 54 gr,102472
102473,RTLP Fiesta Siomay Ayam 180 gr,102473
102474,RTLP Fiesta Spicy Chick 400 gr,102474
102475,RTLP Fiesta Spicy Karage 400 gr,102475
102476,RTLP Fiesta Spicy Wing 400 gr,102476
102477,RTLP Fiesta Stikie 400 gr,102477
102478,RTLP Omayo Barbeque Sauce 250 gr,102478
102479,RTLP Omayo Blackpepper Sauce 250 gr,102479
102480,RTLP Omayo Mushroom Sauce 500 gr,102480
102481,RTLP Omayo Teriyaki Sauce 250 gr,102481
102482,RTLP Omayo Yakiniku Sauce 250 gr,102482
102436,RTL Oxtail Lokal Premium 500 gr,102436
555551,Bundling Merdeka Steak,555551
555552,Bundling Merdeka Ayam,555552
555553,Bundling Merdeka Seafood,555553
102437,RTL Lamb Shank 500 gr,102437
101202,RTL Slice Ekonomis Less Fat 250 gr,101202
102020,RTL Daging Has Paha Value 500 gr,102020
102499,RTL Chicken Saikoro 250 gr,102499
102497,RTL Zeitagyu Saikoro Wagyu 250 gr,102497
102498,RTL Zeitagyu Saikoro Wagyu 500 gr,102498
100983222,RTL Ribeye Steak AUS 200 gr,100983222
102545,RTL Slice Ekonomis Fatty 250 gr,102545
102422,RTL Daging Paha Ayam Giling 500 gr,102422
102493,Hati Ayam 1 kg,102493
102496,Saikoro Chicken Meltique 250 gr,102496
102495,Zeitagyu Saikoro Wagyu 500 gr,102495
102494,Zeitagyu Saikoro Wagyu 250 gr,102494
800001,Bundling Sirloin Meltique 200gr + Kentang Shoestring 150gr + Mix Vegetable 100gr + Anchor Minidish Unsalted 7gr + MyTaste Blackpepper 100gr,800001
800002,Bundling Sirloin Meltique 200gr + Kentang Shoestring 150gr + Mix Vegetable 100gr + Anchor Minidish Unsalted 7gr + MyTaste Barbeque 100gr,800002
800003,Bundling Sirloin Meltique 200gr + Kentang Shoestring 150gr + Mix Vegetable 100gr + Anchor Minidish Unsalted 7gr + MyTaste Mushroom 100gr,800003
800004,Bundling Ribeye Meltique 200gr + Kentang Shoestring 150gr + Mix Vegetable 100gr + Anchor Minidish Unsalted 7gr + MyTaste Blackpepper 100gr,800004
800005,Bundling Ribeye Meltique 200gr + Kentang Shoestring 150gr + Mix Vegetable 100gr + Anchor Minidish Unsalted 7gr + MyTaste Barbeque 100gr,800005
800006,Bundling Ribeye Meltique 200gr + Kentang Shoestring 150gr + Mix Vegetable 100gr + Anchor Minidish Unsalted 7gr + MyTaste Mushroom 100gr,800006
800007,Bundling Tenderloin Meltique 200gr + Kentang Shoestring 150gr + Mix Vegetable 100gr + Anchor Minidish Unsalted 7gr + MyTaste Blackpepper 100gr,800007
800008,Bundling Tenderloin Meltique 200gr + Kentang Shoestring 150gr + Mix Vegetable 100gr + Anchor Minidish Unsalted 7gr + MyTaste Barbeque 100gr,800008
800009,Bundling Tenderloin Meltique 200gr + Kentang Shoestring 150gr + Mix Vegetable 100gr + Anchor Minidish Unsalted 7gr + MyTaste Mushroom 100gr,800009
102609,RTL Allana 11B FQ Chunks Trays 450gr,102609
102610,RTL Allana 2246 FQ Ribeye Steak 350gr,102610
102608,RTL Allana 11 FQ Slice Trays 900gr,102608
102611,RTL Allana 2247 FQ Sirloin Steak 350gr,102611
102612,RTL Allana 272 FQ Boneless Short Ribs Trays 450gr,102612
102613,RTL Allana 3243 FQ Ribeye Slice 1kg,102613
102614,RTL Allana 3244 FQ Sirloin Slice 1kg,102614
102615,RTL Allana 7243 FQ Ribeye Slice 200gr,102615
102731,RTL T-Bone Steak AUS 350 gr,102731
102535,RTL T-Bone Steak AUS 400 gr,102535
102536,RTL T-Bone Steak AUS 430 gr,102536
102537,RTL T-Bone Steak AUS 450 gr,102537
102538,RTL T-Bone Steak AUS 480 gr,102538
102539,RTL T-Bone Steak AUS 500 gr,102539
102540,RTL T-Bone Steak AUS 530 gr,102540
102541,RTL T-Bone Steak AUS 550 gr,102541
102542,RTL T-Bone Steak AUS 580 gr,102542
102543,RTL T-Bone Steak AUS 600 gr,102543
101409222,RTL Ayam Karkas 0.6 - 0.7 kg,101409222
101033,RTL Sirloin Steak AUS WA10 200 gr,101033
101090,RTL Sirloin Steak AUS WA10 250 gr,101090
100603,RTL CST Slice Brisket Astro 250 gr,100603
100209,RTL CST Slice AUS Shortplate Value Astro 250 gr,100209
102632,RTL Seafood Lovers Ikan Dory Portion BL 400gr,102632
102633,RTL Seafood Lovers Ikan Dory Individual Pack NBL 300gr,102633
102619,RTLP ABC Sambal Asli Pedas 135 ml,102619
102620,RTLP ABC Sambal Asli Pedas 335 ml,102620
102366,RTL Daging Giling Spesial SB 1000 gr,102366
102618,RTL Daging Giling Spesial Wagyu 500 gr,102618
102658,RTLP Begok Ayam Bakar Premium 500 gr,102658
102659,RTLP Begok Bebek Bakar Premium 500 gr,102659
102680,RTL Allana 11 FQ Slice Trays 1kg,102680
102681,RTL Allana 11B FQ Chunks Trays 500gr,102681
102727,KSY - RTLP Sari Roti Soft Cake Pisang Ijo 65 gr,102727
800010,Paket Shabu,800010
800011,Paket Grill,800011
800012,Paket Shabu-Grill,800012
800013,Paket Shabu-Grill XL,800013
102741,Paket Shabu Non PPN,102741
102742,Paket Shabu PPN,102742
102743,Paket Grill Non PPN,102743
102744,Paket Grill PPN,102744
102745,Paket Shabu-Grill Non PPN,102745
102746,Paket Shabu-Grill PPN,102746
102747,Paket Shabu-Grill XL Non PPN,102747
102748,Paket Shabu-Grill XL PPN,102748
102739,RTLP Boss Kibif Promo Bundling,102739
102777,RTLP Java Superfood Rice Paper Bulat 200 gr,102777
102778,RTLP Golden Farm Edamame Original 450 gr,102778
102779,RTLP Golden Farm Edamame Salted 450 gr,102779
102780,RTLP Hydro Coco Air Kelapa Kemasan 330 ml,102780
102781,RTLP Hydro Coco Air Kelapa Kemasan 1 L,102781
102182,RTLP Cedea Fish Dumpling Cheese 200 gr,102182
102183,RTLP Cedea Fish Dumpling Chicken 200 gr,102183
101953,RTLP Cedea Bakso Duo Twister 500 gr,101953
102184,RTLP Cedea Flower Twister 500 gr,102184
101954,RTLP Cedea Steamboat Set 300 gr,101954
102185,RTLP Cedea Otak-Otak Singapore 200 gr,102185
102784,RTLP Teman Laut Baso Ikan 200 gr,102784
102783,RTLP Teman Laut Baso Ikan 500 gr,102783
102786,RTLP Teman Laut Baso Udang 200 gr,102786
102785,RTLP Teman Laut Baso Udang 500 gr,102785
102794,RTLP Teman Laut Scallop Ikan 200 gr,102794
102787,RTLP Teman Laut Scallop Ikan 500 gr,102787
102793,RTLP Lee Kum Kee Promo Bundling,102793
102795,Paket Bundling Ribeye Prime Aged Non PPN,102795
102796,Paket Bundling Ribeye Prime Aged PPN,102796
102797,Paket Bundling Sirloin Prime Aged Non PPN,102797
102798,Paket Bundling Sirloin Prime Aged PPN,102798
810001,Paket Bundling Ribeye Prime Aged,810001
810002,Paket Bundling Sirloin Prime Aged,810002
102807,RTLP Roti Senja Burger Isi 6 Pcs 50gr,102807
102808,RTLP Roti Senja Hotdog Isi 6 Pcs 50gr,102808
102577,RTL CST Beef Teriyaki Astro 500 gr,102577
102753,RTL CST Brisket Bone Astro 1000 gr,102753
102579,RTL CST Daging Dendeng Astro 500 gr,102579
102507,RTL CST Daging Empal Astro 500 gr,102507
102402,RTL CST Daging Giling Astro 500 gr,102402
102501,RTL CST Daging Giling Reguler Astro 500 gr,102501
102403,RTL CST Daging Lean Shabu Astro 250 gr,102403
102506,RTL CST Daging Oseng Astro 250 gr,102506
102603,RTL CST Daging Rendang Potong PF 1000 gr,102603
102505,RTL CST Daging Semur Potong Astro 500 gr,102505
102504,RTL CST Daging Shank Astro 500 gr,102504
102578,RTL CST Daging Sop Potong Astro 500 gr,102578
